comp,job,location,range,req_location,salary
Corning,"Measurement Scientist, Optics and Project Manager","Painted Post, NY",C,NY,
"ReqRoute,Inc",1015 Big Data Architect ( Fulltime with Travel Role),"New York, NY",C,NY,
Dynamics Associates,Senior Quantitative Analyst,"New York, NY",C,NY,
Simons Foundation,Senior Full-Stack Developer,"New York, NY 10010 (Gramercy area)",C,NY,
Sikorsky,Software Developer,"New York, NY",C,NY,
Amazon Corporate LLC,"Software Development Engineer, Big Data Analytics","New York, NY",C,NY,
AIG,Senior Quantitative Analyst - Investment Analytics,"New York, NY",C,NY,
Brookhaven National Laboratory,Research Associate,"Upton, NY 11973",C,NY,
Corning,Research Scientist-Optical Physics,"Painted Post, NY",C,NY,
Weill Cornell Medical College,Director Research Computing,"New York, NY",C,NY,
Selby Jennings,Quantitative Analyst - Credit Risk,"New York, NY 10167 (Midtown area)",C,NY,120000.0
"Enzo Life Sciences, Inc.",Scientist,"Farmingdale, NY",C,NY,
NYU Langone Medical Center,Finance Project Manager-Business Intelligence (Research Mission),"New York, NY 10016 (Gramercy area)",C,NY,
Workbridge Associates,Senior Machine Learning Engineer,"New York, NY",C,NY,140000.0
Brookhaven National Laboratory,Post Doc Researcher – Compiler Directives,"Upton, NY 11973",C,NY,
AiCure,Mobile software engineer to impact the lives of patients,"New York, NY",C,NY,
IBM Kenexa,Digital Performance Marketing Professional - Campaign Management,"New York, NY",C,NY,
Execu | Search,Machine Learning Researcher,"New York, NY",C,NY,125000.0
Michael Page US,Model Market Risk Quantitative Analyst,"New York, NY",C,NY,
Celmatix,"Product Manager, Platform Tools","New York, NY 10005 (Financial District area)",C,NY,
PlaceIQ,Lead Software Engineer,"New York, NY",C,NY,
Tier1 IT,Hadoop Architect/Developer,New York State,C,NY,
Amazon Corporate LLC,Software Development Engineer,"New York, NY",C,NY,
Kinnek Inc.,Head of Marketing,"New York, NY",C,NY,
GE Renewable Energy,Renewable Energy Development Program - Data Scientist Track,"Schenectady, NY",C,NY,
Accenture,Accenture Analytics - Data Science Manager,"New York, NY 10011 (Chelsea area)",C,NY,
GE Corporate,Computer Vision Scientist,"Niskayuna, NY",C,NY,
Citi,Equities Quantitative Analyst,"New York, NY",C,NY,
PowerToFly Presents,"Executive Director, Implementation and Data Governance","New York, NY",C,NY,
Averity,Senior Data Scientist for Fortune 500 Company,"New York, NY 10016 (Gramercy area)",C,NY,107500.0
New York Genome Center,"Postdoctoral Researcher, Landau Lab","New York, NY 10013 (Tribeca area)",C,NY,
PlaceIQ,Senior Software Engineer,"New York, NY",C,NY,
Schrodinger,"Software Engineer, Front-End","New York, NY",C,NY,
Selby Jennings,Machine Learning Quant Analyst,"New York, NY 10167 (Midtown area)",C,NY,
The Hackerati,Sr Backend Engineer,"New York, NY",C,NY,
Viacom,"MANAGER, STRATEGIC PLANNING","New York, NY",C,NY,
GE Corporate,Senior Medical Image Analysis Scientist,"Niskayuna, NY",C,NY,
Elevate Recruiting Group,Senior Software Lead,New York State,C,NY,
Bloomberg,Software Engineer,"New York, NY",C,NY,
Tier1 IT,Principal Engineer,"New York, NY",C,NY,
Schrodinger,"Software Engineer, Backend","New York, NY",C,NY,
DuPont,Manufacturing Technology - Senior Plant Process Engineer (Fermentation),"Rochester, NY",C,NY,
"Amazon Web Services, Inc.",Senior Research Scientist,"New York, NY",C,NY,
JW Player,Principal Software Engineer,"New York, NY 10018 (Clinton area)",C,NY,
Linium,Quantitative Analyst,"New York, NY 10004 (Financial District area)",C,NY,
"Hired by Matrix, Inc.",Sr Quantitative Financial Analyst,"New York, NY",C,NY,
Citi,CVA Quantitative Analyst,"New York, NY",C,NY,
Analytic Recruiting,Senior Quantitative Risk Analyst (Python) – Equity Portfolio Management,"New York, NY 10017 (Midtown area)",C,NY,
CrowdFlower,Account Executive (AE) - New York,"New York, NY",C,NY,
OnDeck,Associate Product Manager,"New York, NY",C,NY,
Selby Jennings,Senior Python Developer - Leading US Bank,"New York, NY 10167 (Midtown area)",C,NY,142500.0
Xaxis,"VP Global Product Marketing, Video","New York, NY",C,NY,
OnDeck,Software Engineer - Credit Services,"New York, NY",C,NY,
Weill Cornell Medical College,"Assistant Director,Human Research Compliance","New York, NY",C,NY,
Memorial Sloan Kettering,Bioinformatics Group Leader - Center for Molecular Oncology,"New York, NY",C,NY,
Morgan Stanley,Credit Risk Methodology Quantitative Analyst - VP,"New York, NY 10032 (Washington Heights area)",C,NY,
Reed Elsevier,Director of Operations and Product Fulfillment,"Rochester, NY",C,NY,
Elevate Recruiting Group,Software Engineer,New York State,C,NY,
Harnham,"Director, Data Scientist Modeler","New York, NY",C,NY,180000.0
Tribune Media Company,Director Advertising Products,"New York, NY",C,NY,
Workbridge Associates,Lead Data Scientist,"New York, NY",C,NY,140000.0
IBM,Digital Performance Marketing Professional - Digital Marketing,"New York, NY",C,NY,
Citi,"Quantitative Analyst, Asset Allocation","New York, NY",C,NY,
Goldman Sachs,GS Bank - Digital Consumer Lending - Business Analytics - Data Analysis - Analyst/Associate - New York,"New York, NY",C,NY,
AIG,Assistant Director of Predictive Modeling,"New York, NY",C,NY,
The Nielsen Company,"Senior UX Designer, Nielsen Marketing Cloud","New York, NY 10003 (Greenwich Village area)",C,NY,
Bombfell,Product Manager,"New York, NY",C,NY,
Selby Jennings,Volatility Quant - Research Scientist,"New York, NY 10167 (Midtown area)",C,NY,
Socure,VP of Product Management,"New York, NY",C,NY,
Laguna Source,"Sr Process Scientist, Biologics Downstream Purification","New York, NY 10001 (Chelsea area)",C,NY,124500.0
Oscar Insurance,Software Engineer: Internship 2017,"New York, NY 10012 (Little Italy area)",C,NY,
GE Corporate,Senior Computer Vision Scientist,"Niskayuna, NY",C,NY,
Madison-Davis LLC,Quantitative Risk Analyst,"New York, NY 10261 (Murray Hill area)",C,NY,
Cognizant,"Executive Director, Product Realization","New York, NY",C,NY,
Citi,Program Manager – Global FinTech Acceleration,"Long Island City, NY",C,NY,
Connections of New York,Sr. Data Scientist- Credit Risk and Modeling,"New York, NY",C,NY,
Abigail Consulting Solutions LLC,Sr. Quantitative Finance Analyst,"New York, NY",C,NY,
Selby Jennings,High Frequency Trader - Futures - Machine Learning,"New York, NY 10167 (Midtown area)",C,NY,
Gilead,"PrEP Regional Director, North East - HIV","New York, NY",C,NY,
Bloomberg,Senior Product Development Manager,"New York, NY",C,NY,
Analytic Recruiting,"Data Scientists -- Machine Learning, Algorithm Development, Advanced Modeling (Various Levels)","New York, NY 10017 (Midtown area)",C,NY,
NYU Langone Medical Center,"Director, Epic OpTime/Anesthesia","New York, NY",C,NY,
IPsoft,(Mid-Senior) Java Developer - Amelia Team,"New York, NY 10004 (Financial District area)",C,NY,
Selby Jennings,Java Engineer - Asset Management Firm,"New York, NY 10167 (Midtown area)",C,NY,145000.0
Xaxis,Global Client Engagement Director,"New York, NY",C,NY,
Workbridge Associates,JavaScript/C# Developer (Machine Learning),"New York, NY",C,NY,100000.0
Pager,Software Engineer,"New York, NY 10012 (Little Italy area)",C,NY,
Smith & Keller,Front End Software Engineer,"Brooklyn, NY",C,NY,
Amazon Corporate LLC,Software Development Manager – Emerging AWS Machine Learning,"New York, NY",C,NY,
Selby Jennings,Senior Equity Research Analyst,"New York, NY 10167 (Midtown area)",C,NY,175000.0
Schrodinger,"Senior DevOps Engineer, Enterprise Informatics","New York, NY",C,NY,
NYU Langone Medical Center,"Associate Director, Decision Support","New York, NY",C,NY,
IPsoft,Full Stack Engineer (Java) - Amelia AI Team,"New York, NY 10004 (Financial District area)",C,NY,
Spotify,Apps & Visualization Designer,"New York, NY 10011 (Chelsea area)",C,NY,
McKinsey & Company,Technology Operations Manager - New Ventures,"New York, NY 10022 (Midtown area)",C,NY,
Capital One,"Manager, Digital Product Management","New York, NY",C,NY,
NYU Langone Medical Center,Manager-Operational Initiatives,"New York, NY",C,NY,
Brookhaven National Laboratory,Deputy Director Computational Science Intiative,"Upton, NY 11973",C,NY,
Selby Jennings,Senior Quantitative Financial Analyst,"New York, NY 10167 (Midtown area)",C,NY,100000.0
Absolute Opportunities,Chat Bot Developer - FT49320 #002,"New York, NY 10017 (Midtown area)",C,NY,
OnDeck,Director of Customer Management,"New York, NY",C,NY,
"Hiring Catalyst, LLC",Full Stack Engineer - Customer Service Powered by NLP,"New York, NY",C,NY,
Selby Jennings,Statistical Arbitrage Portfolio Manager,"New York, NY 10167 (Midtown area)",C,NY,
Thermo Fisher Scientific,Product Manager - Cell Culture,"Grand Island, NY",C,NY,
NYU Langone Medical Center,Senior IT Auditor,"New York, NY 10016 (Gramercy area)",C,NY,
Green Key Resources,Product Manager,"Melville, NY",C,NY,
PSE Healthy Energy,Environmental Health Program Director,"Ithaca, NY",C,NY,
New York Genome Center,Senior Software Engineer II,"New York, NY 10013 (Tribeca area)",C,NY,
Smith & Keller,Senior JavaScript Engineer,"Manhattan, NY",C,NY,
Axelon Services Corporation,Senior Quantitative Finance Analyst,"New York, NY",C,NY,
Ayasdi,Senior Product Marketing Manager (Financial Services),"New York, NY",C,NY,
Hyperform Group,FinTech New Product Development,New York State,C,NY,
DEPT OF HEALTH/MENTAL HYGIENE,"Director of Communications and Partnerships (Senior Director Level), Bureau of Chronic Disease Prevention and Tobacco Control...","Queens, NY",C,NY,108604.5
"Applied Visions, Inc.","Software Engineer - C/C++, Java, Data Sciences","Northport, NY 11768",C,NY,
Xaxis,Client Strategy Director - Automotive,"New York, NY",C,NY,
Reed Elsevier,"Finance Manager, Corporate Sales","New York, NY",C,NY,
Smith & Keller,Python Full Stack Engineer,"Manhattan, NY",C,NY,
NYU Langone Medical Center,Division Administrator,"New York, NY 10016 (Gramercy area)",C,NY,
Citi,"Quantitative Analysis, Summer Analyst (North America)","New York, NY",C,NY,
ADP,Senior QA Engineer,"New York, NY 10011 (Chelsea area)",C,NY,
MarketShare,"Data Scientist/Sr. Data Scientist, Analytical Insights - Marketing Analytics","New York, NY",C,NY,
NYU Langone Medical Center,Director Advanced Practice Nurses - Perlmutter Cancer Center,"New York, NY 10016 (Gramercy area)",C,NY,
Absolute Opportunities,JAVA developer - Machine learning - FT49322 #002,"New York, NY 10017 (Midtown area)",C,NY,
Fairway Consulting Group,VP Clinical Development,"New York, NY",C,NY,
Goldman Sachs,"Global Investment Research, Options Research, Business Analyst / Associate – New York","New York, NY",C,NY,
DEPT OF HEALTH/MENTAL HYGIENE,"Senior Analyst, Healthcare Surveillance, Bureau of Primary Care Information Project.","Queens, NY",C,NY,100803.0
Rochester Institute of Technology,Applied Research Scientist in Machine Learning: University-Industry Project,"Rochester, NY",C,NY,
Strategic IT Staffing,Senior DevOps Engineer,"New York, NY",C,NY,
Reed Elsevier,Market Development Manager,"New York, NY",C,NY,
HiringCatalyst,Full Stack Engineer - Scaling Computations Without Infastructure - Python/JavaScript,"New York, NY",C,NY,
AlixPartners,Talent Recruitment – Vice President Leadership & Organizational Effectiveness,"New York, NY 10019 (Midtown area)",C,NY,
Fairway Consulting Group,Lead Safety Medical Director,"Town of Southeast, NY",C,NY,
NYC Dept of Health,"Director of Communications and Partnerships (Senior Director Level), Bureau of Chronic Disease Preve","Long Island City, NY 11101",C,NY,108604.5
DEPT OF HEALTH/MENTAL HYGIENE,"Director of Research and Evaluation, Bureau of Primary Care Access and Planning","Queens, NY",C,NY,101230.5
AlixPartners,Leadership and Organizational Effectiveness (LOE) Organizational Design Vice President,"New York, NY 10019 (Midtown area)",C,NY,
State Street,"Quantitative Analyst, Enterprise Risk Advisory Services, Assistant Vice President","New York, NY",C,NY,
"Svam International, Inc.",Big Data Engineer / Big Data Developer / Hadoop Developer - Architecture experience reqd,"Port Washington, NY 11050",C,NY,
"Brooks Brothers Group, Inc",Data Scientist,"New York, NY",D,NY,
TIAA,"Data Scientist, Fraud Data Analytics, Enterprise Counter-Fraud","New York, NY 10002 (Lower East Side area)",D,NY,
POLICE DEPARTMENT,Data Analytics Research Scientist,"New York, NY",D,NY,79249.5
pulseData,Data Scientist,"New York, NY",D,NY,
Aetna,Senior Data Scientist,"New York, NY 10017 (Midtown area)",D,NY,
Morgan Stanley,Data Scientist / Modeler,"New York, NY 10032 (Washington Heights area)",D,NY,
Spotify,Senior Data Scientist (Finance),"New York, NY 10011 (Chelsea area)",D,NY,
Morgan Stanley,Data Scientist – Client Insights & Analytics,"New York, NY 10032 (Washington Heights area)",D,NY,
"SNAP Interactive, Inc.",Senior Business Intelligence Analyst/Data Scientist,"New York, NY",D,NY,
Rockstar New York,Data Scientist,"New York, NY",D,NY,
"Syntel Inc.,",Data Scientist,"New York, NY 10006 (Financial District area)",D,NY,
Viacom,SENIOR DATA SCIENTIST,"New York, NY",D,NY,
PulsePoint,Sr. Data Scientist,"New York, NY",D,NY,
Teradata,Think Big Senior Data Scientist,"New York, NY",D,NY,
MediaMath,Data Scientist II,"New York, NY",D,NY,
Centers for Disease Control and Prevention,Health Scientist,"New York, NY",D,NY,117437.5
Countr,Data Scientist,"New York, NY",D,NY,
JPMorgan Chase,Digital Data Scientist,"Manhattan, NY",D,NY,
SecurityScorecard,Data Scientist,"New York, NY",D,NY,
Blue Apron,Data Ops Engineer,"New York, NY 10013 (Tribeca area)",D,NY,
TechPeople,Data Engineer – Spark / NoSQL,"New York, NY",D,NY,
UJA Federation of New York,Data Analysis and Reporting Manager,"New York, NY 10022 (Midtown area)",D,NY,
Intersection,Data Analytics Manager,"New York, NY",D,NY,
American Express,"Manager/Senior Manager, Data Scientist – Risk Information Management","New York, NY",D,NY,
Tilting Point,Data Scientist,"New York, NY",D,NY,
RangTech,Data Scientist,"New York, NY",D,NY,
The Nielsen Company,Sr. Data Scientist,"New York, NY 10003 (Greenwich Village area)",D,NY,
OnDeck,Risk Data Scientist,"New York, NY",D,NY,
Apex Systems Inc,Data Scientist,"New York, NY 10004 (Financial District area)",D,NY,
Pink Stone Incubator,Data Scientist,"New York, NY",D,NY,
Digital Reasoning,Data Scientist,"New York, NY",D,NY,
AT&T,Senior Inventive Scientist Big Data Research,"New York, NY",D,NY,
ExecThread,Lead Data Scientist,"New York, NY",D,NY,
Gambit Technologies,Machine Learning and Data Science Experts,"New York, NY 10036 (Clinton area)",D,NY,
Citi,"Data Scientist, FinTech","Long Island City, NY",D,NY,
Guidepoint Global,Data Scientist / Lead Quantitative Analyst,"New York, NY",D,NY,
Tumblr,Sr. Data Scientist - User & Product Analytics,"New York, NY",D,NY,
McKinsey & Company,Data Science Translator TMT Sector,"New York, NY 10022 (Midtown area)",D,NY,
Oscar Insurance,User Experience Researcher,"New York, NY 10012 (Little Italy area)",D,NY,
Comcast,Principal Data Scientist,"New York, NY 10112 (Midtown area)",D,NY,
M2 Resources Inc,Data Scientist,"New York, NY",D,NY,
Avon,Data Scientist,"New York, NY",D,NY,
Quartet,Junior Data Platform Engineer,"New York, NY 10018 (Clinton area)",D,NY,
Correlation One,Data Science Engineer,"New York, NY",D,NY,
Quartet,Data Platform Engineer,"New York, NY 10018 (Clinton area)",D,NY,
Oliver Wyman Group,"Research Analyst, Wealth and Asset Management Practice","New York, NY",D,NY,
VaynerMedia LLC,Data Scientist - AdTech,"New York, NY",D,NY,
Rent the Runway,Data Analyst / Data Scientist,"New York, NY 10013 (Tribeca area)",D,NY,
Goldman Sachs,"Cross Asset Quantitative Strategist, Analyst/Associate in New York City","New York, NY",D,NY,
Fusion,Data Scientist- Analytics,"New York, NY 10019 (Midtown area)",D,NY,
KPMG,"Data Scientist, Natural Language Processing","New York, NY 10154 (Midtown area)",D,NY,
AiCure,Computer Vision Research Scientist,New York State,D,NY,
"Two Sigma Investments, LLC.","Recruiter, Quant Research & Trading","New York, NY",D,NY,
NYU Langone Medical Center,Enterprise Data Governance Analyst,"New York, NY",D,NY,
"SRC, Inc.",Data Scientist /Systems Engineer (Machine Learning),"Syracuse, NY 13202 (Southwest area)",D,NY,
Turnaround for Children,"Manager, Data Analysis","New York, NY",D,NY,
New York Genome Center,"Bioinformatics Analyst, Lappalainen & Satija labs","New York, NY 10013 (Tribeca area)",D,NY,
DEPT OF HEALTH/MENTAL HYGIENE,"Policy and Public Affairs Manager, Division of Prevention and Primary Care","Queens, NY",D,NY,76941.5
Viacom,DATA SCIENTIST - Music & Entertainment,"New York, NY",D,NY,
WeWork,Principal Data Scientist,"New York, NY 10005 (Financial District area)",D,NY,
DEPT OF HEALTH/MENTAL HYGIENE,"Research Scientist, WDRAP Program Director, Bureau of Communicable Disease","Queens, NY",D,NY,103273.32
DBRS,"Lead Data Scientist, US RMBS","New York, NY 10005 (Financial District area)",D,NY,
Cognizant,Principal Design Researcher,"New York, NY",D,NY,
Major League Baseball Advanced Media,"Software Architect, Sports Data","New York, NY",D,NY,
Averity,Lead Data Scientist (New Jersey),"New York, NY",D,NY,150000.0
DEPT OF HEALTH/MENTAL HYGIENE,"Evaluation Lead, Bureau of Systems Strengthening and Access","Queens, NY",D,NY,97866.5
Comcast,"Director, Data Science","New York, NY 10112 (Midtown area)",D,NY,
Northwell Health,Research Scientist (Bioinformatician) – Pediatric Genetics,"Manhasset, NY",D,NY,
Apidel Technologies,Data Scientist - Healthcare,"New York, NY",D,NY,
1010data,Market Research Analyst; Online Insights,"New York, NY",D,NY,
Swiss Re,Analytics Specialist,"Armonk, NY 10504",D,NY,
Paperless Post,Data Engineer,"New York, NY",D,NY,
FICO,Lead Operations Research Analyst,"New York, NY",D,NY,
Selby Jennings,Quantitative Analyst - Multiple Vacancies,"New York, NY 10167 (Midtown area)",D,NY,120000.0
Quantitative Brokers,Quantitative Analyst,"New York, NY",D,NY,
OnDeck,Credit Strategist,"New York, NY",D,NY,
Wunderman,Senior Analyst,"New York, NY 10017 (Midtown area)",D,NY,
