,rating,tconst,title,year,cast1,cast2,cast3,cast4,director,genre1,genre2,plot,date,runtime,tagline,writers
611,7.4,tt0311113,Master and Commander: The Far Side of the World,2003,Russell Crowe,Paul Bettany,Billy Boyd,James D'Arcy,Peter Weir,Action,Adventure,"During the Napoleonic Wars, a brash British captain pushes his ship and crew to their limits in pursuit of a formidable French war vessel around South America.",2003-11-14,138,The Courage To Do The Impossible Lies In The Hearts of Men.,Patrick O'Brian
612,6.7,tt1084950,Rachel Getting Married,2008,Anne Hathaway,Rosemarie DeWitt,Debra Winger,Sebastian Stan,Jonathan Demme,Drama,Romance,A young woman who has been in and out of rehab for the past 10 years returns home for the weekend for her sister's wedding.,2008-11-07,113,,Jenny Lumet
613,7.7,tt0181689,Minority Report,2002,Tom Cruise,Colin Farrell,Samantha Morton,Max von Sydow,Steven Spielberg,Action,Mystery,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.",2002-06-21,145,"What would you do if you were accused of a murder, you had not committed... yet?",Philip K. Dick
614,6.5,tt0120915,Star Wars: Episode I - The Phantom Menace,1999,Ewan McGregor,Liam Neeson,Natalie Portman,Jake Lloyd,George Lucas,Action,Adventure,"Two Jedi Knights escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long dormant Sith resurface to reclaim their old glory.",1999-05-19,136,Every generation has a legend. Every journey has a first step. Every saga has a beginning.,George Lucas
615,7.6,tt0121766,Star Wars: Episode III - Revenge of the Sith,2005,Hayden Christensen,Natalie Portman,Ewan McGregor,Samuel L. Jackson,George Lucas,Action,Adventure,"During the near end of the clone wars, Darth Sidious has revealed himself and is ready to execute the last part of his plan to rule the Galaxy...",2005-05-19,140,The saga is complete.,George Lucas
616,7.6,tt0106856,Falling Down,1993,Michael Douglas,Robert Duvall,Barbara Hershey,Rachel Ticotin,Joel Schumacher,Crime,Drama,"A borderline personality disordered defense worker frustrated with the various flaws he sees in society, begins to psychotically and violently lash out against them.",1993-02-26,113,The adventures of an ordinary man at war with the everyday world.,Ebbe Roe Smith
617,7.3,tt0116367,From Dusk Till Dawn,1996,Harvey Keitel,George Clooney,Juliette Lewis,Quentin Tarantino,Robert Rodriguez,Action,Crime,"Two criminals and their hostages unknowingly seek temporary refuge in an establishment populated by vampires, with chaotic results.",1996-01-19,108,A terrifying evil has been unleashed. And five strangers are our only hope to stop it.,Robert Kurtzman
618,6.9,tt0070640,Save the Tiger,1973,Jack Lemmon,Jack Gilford,Laurie Heineman,Norman Burton,John G. Avildsen,Drama,nan,"A disillusioned aging decent man and once proud WWII veteran is dealing with midlife crisis as well as a tough moral dilemma. If he wants his small near-bankrupt clothing company to survive, he has two days to let go of his shaken morals.",1973-02-14,100,"Jack Lemmon in his most important dramatic role since ""The Days of Wine and Roses.""",Steve Shagan
619,6.9,tt0116361,Freeway,1996,Reese Witherspoon,Kiefer Sutherland,Bokeem Woodbine,Paul Perri,Matthew Bright,Comedy,Crime,"A twisted take on 'Little Red Riding Hood' with a teenage juvenile delinquent on the run from a social worker traveling to her grandmother's house and being hounded by a charming, but sadistic, serial killer/pedophile.",1997-09-03,102,Her life is no fairy tale.,Matthew Bright
620,7.8,tt0080339,Airplane!,1980,Robert Hays,Julie Hagerty,Leslie Nielsen,Kareem Abdul-Jabbar,Jim Abrahams,Comedy,nan,A man afraid to fly must ensure that a plane lands safely after the pilots become sick.,1980-07-02,88,"You've read the ad, now see the movie!",Jim Abrahams
621,7.1,tt3464902,The Lobster,2015,Colin Farrell,Rachel Weisz,Jessica Barden,Olivia Colman,Yorgos Lanthimos,Comedy,Drama,"In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into beasts and sent off into The Woods.",2015-10-15,119,An unconventional love story by Yorgos Lanthimos.,Yorgos Lanthimos
622,7.9,tt0118749,Boogie Nights,1997,Mark Wahlberg,Julianne Moore,Burt Reynolds,Luis Guzmán,Paul Thomas Anderson,Drama,nan,The story of a young man's adventures in the Californian pornography industry of the late 1970s and early 1980s.,1997-10-31,155,Everyone has one special thing,Paul Thomas Anderson
623,8.6,tt0114369,Se7en,1995,Morgan Freeman,Brad Pitt,Kevin Spacey,Andrew Kevin Walker,David Fincher,Crime,Drama,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his modus operandi.",1995-09-22,127,"Long is the way, and hard, that out of hell leads up to light.",Andrew Kevin Walker
624,7.3,tt0093223,House of Games,1987,Lindsay Crouse,Joe Mantegna,Mike Nussbaum,Lilia Skala,David Mamet,Crime,Thriller,"A psychiatrist comes to the aid of a compulsive gambler and is led by a smooth-talking grifter into the shadowy but compelling world of stings, scams, and con men.",1987-10-14,102,Nothing is as it seems.,David Mamet
625,7.7,tt0083944,First Blood,1982,Sylvester Stallone,Brian Dennehy,Richard Crenna,Bill McKinney,Ted Kotcheff,Action,Adventure,"Former Green Beret John Rambo is pursued into the mountains surrounding a small town by a tyrannical sheriff and his deputies, forcing him to survive using his combat skills.",1982-10-22,93,One war against one man.,David Morrell
626,7.0,tt0099763,Henry: Portrait of a Serial Killer,1986,Michael Rooker,Tracy Arnold,Tom Towles,Mary Demas,John McNaughton,Biography,Crime,"Henry, a drifter, commits a series of brutal murders, supposedly operating with impunity.",1990-09-07,83,The shocking true story of Henry Lee Lucas.,Richard Fire
627,7.3,tt0055928,Dr. No,1962,Sean Connery,Ursula Andress,Bernard Lee,Joseph Wiseman,Terence Young,Action,Adventure,A resourceful British government agent seeks answers in a case involving the disappearance of a colleague and the disruption of the American space program.,1962-10-07,110,"NOW meet the most extraordinary gentleman spy in all fiction!...JAMES BOND, Agent 007!",Richard Maibaum
628,8.8,tt0120737,The Lord of the Rings: The Fellowship of the Ring,2001,Elijah Wood,Ian McKellen,Orlando Bloom,Sean Bean,Peter Jackson,Adventure,Drama,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle Earth from the Dark Lord Sauron.,2001-12-19,178,The Legend Comes to Life,J.R.R. Tolkien
629,7.6,tt0289043,28 Days Later...,2002,Cillian Murphy,Naomie Harris,Christopher Eccleston,Alex Palmer,Danny Boyle,Drama,Horror,"Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary.",2003-06-27,113,His fear began when he woke up alone. His terror began when he realised he wasn't.,Alex Garland
630,8.2,tt1205489,Gran Torino,2008,Clint Eastwood,Bee Vang,Christopher Carley,Ahney Her,Clint Eastwood,Drama,,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",2009-01-09,116,,Nick Schenk
631,7.5,tt0120324,A Simple Plan,1998,Bill Paxton,Billy Bob Thornton,Bridget Fonda,Brent Briscoe,Sam Raimi,Crime,Drama,When three blue collar acquaintances come across millions of dollars in lost cash they make a plan to keep their find from the authorities but find complications and mistrust weaving its way into their plan.,1999-01-22,121,Sometimes good people do evil things.,Scott B. Smith
632,7.6,tt0399295,Lord of War,2005,Nicolas Cage,Ethan Hawke,Jared Leto,Bridget Moynahan,Andrew Niccol,Crime,Drama,An arms dealer confronts the morality of his work as he is being chased by an Interpol agent.,2005-09-16,122,The first and most important rule of gun-running is: never get shot with your own merchandise.,Andrew Niccol
633,6.7,tt0202677,The Way of the Gun,2000,Ryan Phillippe,Benicio Del Toro,Juliette Lewis,Taye Diggs,Christopher McQuarrie,Action,Crime,Two criminal drifters without sympathy get more than they bargained for after kidnapping and holding for ransom the surrogate mother of a powerful and shady man.,2000-09-08,119,,Christopher McQuarrie
634,8.5,tt1345836,The Dark Knight Rises,2012,Christian Bale,Tom Hardy,Anne Hathaway,Gary Oldman,Christopher Nolan,Action,Thriller,"Eight years after the Joker's reign of anarchy, the Dark Knight, with the help of the enigmatic Selina, is forced from his imposed exile to save Gotham City, now on the edge of total annihilation, from the brutal guerrilla terrorist Bane.",2012-07-20,164,The Legend Ends,Jonathan Nolan
635,8.2,tt0042041,White Heat,1949,James Cagney,Virginia Mayo,Edmond O'Brien,Margaret Wycherly,Raoul Walsh,Crime,Drama,"A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist. Shortly after the plan takes place, events take a crazy turn",1949-09-03,114,"James Cagney Is Red Hot In ""White Heat""!",Ivan Goff
636,7.1,tt0093565,Moonstruck,1987,Cher,Nicolas Cage,Olympia Dukakis,Danny Aiello,Norman Jewison,Comedy,Drama,"Loretta Castorini, a book keeper from Brooklyn, New York, finds herself in a difficult situation when she falls for the brother of the man she has agreed to marry.",1988-01-15,102,Life. Family. Love.,John Patrick Shanley
637,7.2,tt2911666,John Wick,2014,Keanu Reeves,Michael Nyqvist,Alfie Allen,Willem Dafoe,Chad Stahelski,Action,Crime,An ex-hitman comes out of retirement to track down the gangsters that took everything from him.,2014-10-24,101,Don't Set Him Off!,Derek Kolstad
638,6.9,tt0104073,Deep Cover,1992,Laurence Fishburne,Jeff Goldblum,Lira Angel,René Assa,Bill Duke,Action,Crime,A black uniformed policeman is recruited by a devious drug enforcement agent to infiltrate a smuggling...,1992-04-15,107,There's a thin line between catching a criminal and becoming one . . .,Michael Tolkin
639,7.6,tt0369339,Collateral,2004,Tom Cruise,Jamie Foxx,Jada Pinkett Smith,Mark Ruffalo,Michael Mann,Crime,Drama,A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles.,2004-08-06,120,It started like any other night,Stuart Beattie
640,8.1,tt1392190,Mad Max: Fury Road,2015,Tom Hardy,Charlize Theron,Nicholas Hoult,Zoë Kravitz,George Miller,Action,Adventure,"A woman rebels against a tyrannical ruler in postapocalyptic Australia in search for her home-land with the help of a group of female prisoners, a psychotic worshipper, and a drifter named Max.",2015-05-15,120,WHAT A LOVELY DAY (all caps One Sheet),George Miller
641,8.2,tt0113277,Heat,1995,Al Pacino,Robert De Niro,Val Kilmer,Jon Voight,Michael Mann,Action,Crime,A group of professional bank robbers start to feel the heat from police when they unknowingly leave a clue at their latest heist.,1995-12-15,170,A Los Angeles Crime Saga,Michael Mann
642,7.8,tt0298845,In America,2002,Paddy Considine,Samantha Morton,Djimon Hounsou,Sarah Bolger,Jim Sheridan,Drama,,A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.,2004-02-06,105,,Jim Sheridan
643,8.5,tt0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,Peter Sellers,George C. Scott,Sterling Hayden,Keenan Wynn,Stanley Kubrick,Comedy,nan,An insane general triggers a path to nuclear holocaust that a war room full of politicians and generals frantically try to stop.,1964-01-29,95,The comedy classic from celebrated director STANLEY KUBRICK,Stanley Kubrick
644,7.2,tt1139328,The Ghost Writer,2010,Ewan McGregor,Pierce Brosnan,Olivia Williams,Jon Bernthal,Roman Polanski,Mystery,Thriller,A ghostwriter hired to complete the memoirs of a former British prime minister uncovers secrets that put his own life in jeopardy.,2010-03-19,128,Read between the lies.,Robert Harris
645,7.6,tt0181865,Traffic,2000,Michael Douglas,Benicio Del Toro,Catherine Zeta-Jones,Jacob Vargas,Steven Soderbergh,Crime,Drama,"A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.",2001-01-05,147,"It's a dirty, dirty war! And no one comes away clean",Simon Moore
646,7.4,tt0111149,Shallow Grave,1994,Kerry Fox,Christopher Eccleston,Ewan McGregor,Ken Stott,Danny Boyle,Crime,Thriller,Three friends discover their new flatmate dead but loaded with cash.,1995-02-10,89,The award winning thriller that'll bury you with laughs.,John Hodge
647,8.3,tt0114709,Toy Story,1995,Tom Hanks,Tim Allen,Don Rickles,Jim Varney,John Lasseter,Animation,Adventure,A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.,1995-11-22,81,"""Oooh...3-D"" (USA 2009 re-release)",John Lasseter
648,6.8,tt0114660,Things to Do in Denver When You're Dead,1995,Andy Garcia,Christopher Walken,Christopher Lloyd,William Forsythe,Gary Fleder,Crime,Drama,Five different criminals face imminent death after botching a job quite badly.,1995-12-01,115,Protect. Love. Honor. Avenge.,Scott Rosenberg
649,7.0,tt0368794,I'm Not There.,2007,Christian Bale,Cate Blanchett,Heath Ledger,Ben Whishaw,Todd Haynes,Biography,Drama,"Ruminations on the life of Bob Dylan, where six characters embody a different aspect of the musician's life and work.",2007-12-07,135,All I Can Do Is Be Me Whoever That Is,Todd Haynes
650,6.5,tt0407304,War of the Worlds,2005,Tom Cruise,Dakota Fanning,Tim Robbins,Miranda Otto,Steven Spielberg,Adventure,Sci-Fi,"As Earth is invaded by alien tripod fighting machines, one family fights for survival.",2005-06-29,116,Sie sind schon unter uns.,Josh Friedman
651,7.2,tt0372588,Team America: World Police,2004,Trey Parker,Matt Stone,Elle Russ,Kristen Miller,Trey Parker,Action,Comedy,"Popular Broadway actor Gary Johnston is recruited by the elite counter-terrorism organization Team America: World Police. As the world begins to crumble around him, he must battle with terrorists, celebrities and falling in love.",2004-10-15,98,"Putting The ""F"" Back In Freedom.",Trey Parker
652,8.2,tt0031679,Mr. Smith Goes to Washington,1939,James Stewart,Jean Arthur,Claude Rains,Edward Arnold,Frank Capra,Comedy,Drama,"A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down.",1939-10-19,129,Capra at his greatest!,Sidney Buchman
653,7.9,tt3460252,The Hateful Eight,2015,Samuel L. Jackson,Kurt Russell,Jennifer Jason Leigh,Walton Goggins,Quentin Tarantino,Crime,Drama,"In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.",2015-12-30,167,No One Comes Up Here Without a Damn Good Reason,Quentin Tarantino
